[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,22,0,964,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,161,0,0,0 dirCounts(0..8)=0,252,81,4,160,254,83,78,84 escapeCauses(close,flame,rail,damage)=0,0,0,20 knownBuckets(low,mid,high)=105,1062,0 timesStuck=1 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,22,0,964,0 GLOBAL_knownBuckets(low,mid,high)=105,1062,0
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=6,93,70,0,2 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=4,0,0,0,3 dirCounts(0..8)=0,26,15,35,10,23,19,24,19 escapeCauses(close,flame,rail,damage)=0,0,0,10 knownBuckets(low,mid,high)=31,54,93 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=6,93,70,0,2 GLOBAL_knownBuckets(low,mid,high)=31,54,93
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=15,41,0,0,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=16,34,0,0,0 dirCounts(0..8)=0,14,9,7,1,7,5,11,2 escapeCauses(close,flame,rail,damage)=0,0,0,31 knownBuckets(low,mid,high)=49,57,0 timesStuck=2 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=15,41,0,0,0 GLOBAL_knownBuckets(low,mid,high)=49,57,0
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=11,87,0,0,1 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=9,0,0,0,0 dirCounts(0..8)=0,21,6,12,18,10,12,9,11 escapeCauses(close,flame,rail,damage)=0,0,0,20 knownBuckets(low,mid,high)=44,47,17 timesStuck=1 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=11,87,0,0,1 GLOBAL_knownBuckets(low,mid,high)=44,47,17
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=6,73,0,7,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=4,171,0,0,0 dirCounts(0..8)=0,21,7,17,5,14,10,10,2 escapeCauses(close,flame,rail,damage)=0,0,0,10 knownBuckets(low,mid,high)=112,145,4 timesStuck=4 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=6,73,0,7,0 GLOBAL_knownBuckets(low,mid,high)=112,145,4
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=0,92,114,90,10 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=0,0,0,0,5 dirCounts(0..8)=0,52,29,33,40,47,37,46,22 escapeCauses(close,flame,rail,damage)=0,0,0,0 knownBuckets(low,mid,high)=23,50,238 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=0,92,114,90,10 GLOBAL_knownBuckets(low,mid,high)=23,50,238
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=19,63,0,19,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=18,59,0,1,0 dirCounts(0..8)=0,19,9,18,13,7,8,20,7 escapeCauses(close,flame,rail,damage)=0,0,0,37 knownBuckets(low,mid,high)=66,113,0 timesStuck=1 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=19,63,0,19,0 GLOBAL_knownBuckets(low,mid,high)=66,113,0
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,84,60,178,6 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,0,5,5,47 dirCounts(0..8)=0,17,49,77,10,53,56,36,40 escapeCauses(close,flame,rail,damage)=0,0,0,20 knownBuckets(low,mid,high)=49,47,309 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,84,60,178,6 GLOBAL_knownBuckets(low,mid,high)=49,47,309
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,57,0,0,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,0,0,0,0 dirCounts(0..8)=0,1,5,26,2,7,12,8,1 escapeCauses(close,flame,rail,damage)=0,0,0,10 knownBuckets(low,mid,high)=39,28,0 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,57,0,0,0 GLOBAL_knownBuckets(low,mid,high)=39,28,0
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,48,0,890,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=6,180,0,100,0 dirCounts(0..8)=0,220,11,140,188,94,29,173,88 escapeCauses(close,flame,rail,damage)=0,0,0,11 knownBuckets(low,mid,high)=42,204,983 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,48,0,890,0 GLOBAL_knownBuckets(low,mid,high)=42,204,983
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=12,95,0,931,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=9,95,0,176,0 dirCounts(0..8)=0,182,91,29,97,426,16,20,177 escapeCauses(close,flame,rail,damage)=0,0,0,21 knownBuckets(low,mid,high)=46,270,1002 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=12,95,0,931,0 GLOBAL_knownBuckets(low,mid,high)=46,270,1002
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,129,0,281,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,0,0,0,0 dirCounts(0..8)=0,18,286,7,4,80,12,11,2 escapeCauses(close,flame,rail,damage)=0,0,0,20 knownBuckets(low,mid,high)=46,384,0 timesStuck=351 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,129,0,281,0 GLOBAL_knownBuckets(low,mid,high)=46,384,0
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=22,79,0,927,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=18,78,0,4,0 dirCounts(0..8)=0,21,90,244,157,14,99,242,161 escapeCauses(close,flame,rail,damage)=0,0,0,40 knownBuckets(low,mid,high)=70,49,1009 timesStuck=2 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=22,79,0,927,0 GLOBAL_knownBuckets(low,mid,high)=70,49,1009
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,92,12,0,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,6,0,0,0 dirCounts(0..8)=0,27,6,15,17,14,15,9,11 escapeCauses(close,flame,rail,damage)=0,0,0,20 knownBuckets(low,mid,high)=41,57,32 timesStuck=3 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,92,12,0,0 GLOBAL_knownBuckets(low,mid,high)=41,57,32
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=16,92,55,7,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=14,0,0,0,2 dirCounts(0..8)=0,12,23,24,17,26,27,23,18 escapeCauses(close,flame,rail,damage)=0,0,0,30 knownBuckets(low,mid,high)=27,79,80 timesStuck=1 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=16,92,55,7,0 GLOBAL_knownBuckets(low,mid,high)=27,79,80
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=21,56,0,0,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=20,4,0,0,0 dirCounts(0..8)=0,10,9,13,9,6,14,13,3 escapeCauses(close,flame,rail,damage)=0,0,0,41 knownBuckets(low,mid,high)=57,44,0 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=21,56,0,0,0 GLOBAL_knownBuckets(low,mid,high)=57,44,0
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,118,0,77,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,17,0,0,0 dirCounts(0..8)=0,87,9,6,3,17,71,1,6 escapeCauses(close,flame,rail,damage)=0,0,0,10 knownBuckets(low,mid,high)=40,182,0 timesStuck=137 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,118,0,77,0 GLOBAL_knownBuckets(low,mid,high)=40,182,0
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=16,87,33,0,1 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=17,0,0,0,4 dirCounts(0..8)=0,33,15,17,10,21,15,21,5 escapeCauses(close,flame,rail,damage)=0,0,0,33 knownBuckets(low,mid,high)=55,48,55 timesStuck=1 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=16,87,33,0,1 GLOBAL_knownBuckets(low,mid,high)=55,48,55
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=11,95,36,0,4 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,0,0,0,13 dirCounts(0..8)=0,23,13,20,18,15,19,20,18 escapeCauses(close,flame,rail,damage)=0,0,0,21 knownBuckets(low,mid,high)=50,46,73 timesStuck=2 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=11,95,36,0,4 GLOBAL_knownBuckets(low,mid,high)=50,46,73
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=8,85,23,950,1 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=6,51,0,4,52 dirCounts(0..8)=0,28,101,275,98,13,183,193,176 escapeCauses(close,flame,rail,damage)=0,0,0,14 knownBuckets(low,mid,high)=32,63,1085 timesStuck=3 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=8,85,23,950,1 GLOBAL_knownBuckets(low,mid,high)=32,63,1085
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,87,1,0,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,0,0,0,0 dirCounts(0..8)=0,18,10,18,12,4,18,13,5 escapeCauses(close,flame,rail,damage)=0,0,0,20 knownBuckets(low,mid,high)=43,46,19 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=10,87,1,0,0 GLOBAL_knownBuckets(low,mid,high)=43,46,19
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,94,62,931,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,0,0,0,0 dirCounts(0..8)=0,110,18,370,8,13,284,106,183 escapeCauses(close,flame,rail,damage)=0,0,0,10 knownBuckets(low,mid,high)=35,53,1009 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=5,94,62,931,0 GLOBAL_knownBuckets(low,mid,high)=35,53,1009
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=0,1,0,0,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=0,0,0,0,0 dirCounts(0..8)=0,1,0,0,0,0,0,0,0 escapeCauses(close,flame,rail,damage)=0,0,0,0 knownBuckets(low,mid,high)=1,0,0 timesStuck=0 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=0,1,0,0,0 GLOBAL_knownBuckets(low,mid,high)=1,0,0
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=21,83,0,983,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=19,0,0,8,0 dirCounts(0..8)=0,279,27,279,11,11,283,189,8 escapeCauses(close,flame,rail,damage)=0,0,0,40 knownBuckets(low,mid,high)=60,55,999 timesStuck=2 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=21,83,0,983,0 GLOBAL_knownBuckets(low,mid,high)=60,55,999
[SWEEPER-BRAIN-SUMMARY] Reaper_1 game=1 movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=12,96,46,931,0 staysByMode(ESC,EXP,HUNT,REPOS,DRIFT)=8,1,0,0,0 dirCounts(0..8)=0,182,94,176,176,92,93,178,94 escapeCauses(close,flame,rail,damage)=0,0,0,20 knownBuckets(low,mid,high)=50,47,997 timesStuck=2 | GLOBAL_movesByMode(ESC,EXP,HUNT,REPOS,DRIFT)=12,96,46,931,0 GLOBAL_knownBuckets(low,mid,high)=50,47,997
